REGIÃO ;PAÍS;CONSUMO DE PETRÓLEO em mil barris por dia;ANO
África;África Oriental;559,427845;2015
África;Argélia;424,976137;2015
África;Egito;834,20155;2015
África;Marrocos;267,793749;2015
África;Outros Norte da África;317,877752;2015
África;Outros Sul da África;57,85051;2015
Ásia-Pacífico;Austrália;1004,770762;2015
Ásia-Pacífico;Bangladesh;127,479732;2015
Ásia-Pacífico;China;11985,85905;2015
Ásia-Pacífico;Cingapura;1338,004952;2015
Ásia-Pacífico;Coreia do Sul;2586,750632;2015
Ásia-Pacífico;Hong Kong;367,509868;2015
Ásia-Pacífico;Filipinas;396,883663;2015
Ásia-Pacífico;Índia;4244,546905;2015
Ásia-Pacífico;Indonésia;1570,502857;2015
Ásia-Pacífico;Japão;4150,623288;2015
Ásia-Pacífico;Malásia;789,571142;2015
Ásia-Pacífico;Nova Zelândia;159,915903;2015
Ásia-Pacífico;Paquistão;505,300648;2015
Ásia-Pacífico;Sri Lanka;89,562139;2015
Ásia-Pacífico;Tailândia;1360,007796;2015
Ásia-Pacífico;Taiwan;1021,235455;2015
Ásia-Pacífico;Vietnã;444,831722;2015
Ásia-Pacífico;Outros;407,800747;2015
América do Norte;Canadá;2448,268647;2016
América do Norte;Estados Unidos;19687,23224;2016
América do Norte;México;1950,178577;2016
Américas Central e do Sul;Argentina;686,338493;2016
Américas Central e do Sul;Brasil;2960,248598;2016
Américas Central e do Sul;Chile;377,022964;2016
Américas Central e do Sul;Colômbia;345,122486;2016
Américas Central e do Sul;Equador;239,758549;2016
Américas Central e do Sul;Peru;259,290362;2016
Américas Central e do Sul;Trinidad e Tobago;47,985883;2016
Américas Central e do Sul;Venezuela;536,982478;2016
Américas Central e do Sul;Outros;1339,506614;2016
Europa e Eurásia;Alemanha;2374,456393;2016
Europa e Eurásia;Áustria;260,703628;2016
Europa e Eurásia;Azerbaijão;97,850404;2016
Europa e Eurásia;Bélgica;693,804168;2016
Europa e Eurásia;Bielorrússia;136,759727;2016
Europa e Eurásia;Bulgária;99,182089;2016
Europa e Eurásia;Cazaquistão;305,322455;2016
Europa e Eurásia;Chipre;50,718844;2016
Europa e Eurásia;Croácia;68,232519;2016
Europa e Eurásia;Dinamarca;158,398472;2016
Europa e Eurásia;Eslováquia;79,021585;2016
Europa e Eurásia;Eslovênia;52,374086;2016
Europa e Eurásia;Espanha;1288,067893;2016
Europa e Eurásia;Estônia;28,66059;2016
Europa e Eurásia;Finlândia ;221,178379;2016
Europa e Eurásia;França;1596,677413;2016
Europa e Eurásia;Grécia ;314,152718;2016
Europa e Eurásia;Holanda;850,508844;2016
Europa e Eurásia;Hungria;165,683849;2016
Europa e Eurásia;Islândia;19,036967;2016
Europa e Eurásia;Irlanda;152,561403;2016
Europa e Eurásia;Itália;1265,716947;2016
Europa e Eurásia;Letônia;36,680714;2016
Europa e Eurásia;Lituânia;61,237883;2016
Europa e Eurásia;Luxemburgo;55,977614;2016
Europa e Eurásia;Macedônia;22,144548;2016
Europa e Eurásia;Noruega;217,396323;2016
Europa e Eurásia;Polônia;605,80353;2016
Europa e Eurásia;Portugal;240,20196;2016
Europa e Eurásia;Reino Unido;1623,12339;2016
Europa e Eurásia;República Tcheca;181,866326;2016
Europa e Eurásia;Romênia;201,824727;2016
Europa e Eurásia;Rússia;3216,510424;2016
Europa e Eurásia;Suécia;318,698558;2016
Europa e Eurásia;Suíça;215,580287;2016
Europa e Eurásia;Turcomenistão;142,891803;2016
Europa e Eurásia;Turquia;977,921776;2016
Europa e Eurásia;Ucrânia;205,025161;2016
Europa e Eurásia;Uzbequistão;48,620464;2016
Europa e Eurásia;Outros;415,173449;2016
Oriente Médio;Arábia Saudita;3874,679905;2016
Oriente Médio;Catar;341,304184;2016
Oriente Médio;Coveite;453,201671;2016
Oriente Médio;Emirados Árabes Unidos;1022,740836;2016
Oriente Médio;Irã;1749,172614;2016
Oriente Médio;Iraque;760,267486;2016
Oriente Médio;Israel;230,466238;2016
Oriente Médio;Omã;187,130437;2016
Oriente Médio;Outros;553,271817;2016
África;África do Sul;554,848547;2016
África;África Central;249,956719;2016
África;África Ocidental;605,18289;2016
África;África Oriental;572,885918;2016
África;Argélia;412,222842;2016
África;Egito;856,890352;2016
África;Marrocos;274,652923;2016
África;Outros Norte da África;290,892697;2016
África;Outros Sul da África;60,413843;2016
Ásia-Pacífico;Austrália;1038,393003;2016
Ásia-Pacífico;Bangladesh;137,114941;2016
Ásia-Pacífico;China;12303,70827;2016
Ásia-Pacífico;Cingapura;1385,374283;2016
Ásia-Pacífico;Coreia do Sul;2780,556068;2016
Ásia-Pacífico;Hong Kong;380,162101;2016
Ásia-Pacífico;Filipinas;427,048955;2016
Ásia-Pacífico;Índia;4654,006802;2016
Ásia-Pacífico;Indonésia;1628,448989;2016
Ásia-Pacífico;Japão;4019,046945;2016
Ásia-Pacífico;Malásia;806,988615;2016
Ásia-Pacífico;Nova Zelândia;163,005535;2016
Ásia-Pacífico;Paquistão;566,0165;2016
Ásia-Pacífico;Sri Lanka;105,17681;2016
Ásia-Pacífico;Tailândia;1395,597236;2016
Ásia-Pacífico;Taiwan;1046,137399;2016
Ásia-Pacífico;Vietnã;471,135785;2016
Ásia-Pacífico;Outros;435,554389;2016
América do Norte;Canadá;2447,995718;2017
América do Norte;Estados Unidos;19957,72329;2017
América do Norte;México;1883,227421;2017
Américas Central e do Sul;Argentina;684,182068;2017
Américas Central e do Sul;Brasil;3052,078388;2017
Américas Central e do Sul;Chile;368,851839;2017
Américas Central e do Sul;Colômbia;340,305567;2017
Américas Central e do Sul;Equador;237,150622;2017
Américas Central e do Sul;Peru;258,284993;2017
Américas Central e do Sul;Trinidad e Tobago;42,040991;2017
Américas Central e do Sul;Venezuela;463,027462;2017
Américas Central e do Sul;Outros;1352,302526;2017
Europa e Eurásia;Alemanha;2442,508888;2017
Europa e Eurásia;Áustria;265,375911;2017
Europa e Eurásia;Azerbaijão;99,403412;2017
Europa e Eurásia;Bélgica;695,99476;2017
Europa e Eurásia;Bielorrússia;134,798934;2017
Europa e Eurásia;Bulgária;103,161911;2017
Europa e Eurásia;Cazaquistão;317,151069;2017
Europa e Eurásia;Chipre;52,526358;2017
Europa e Eurásia;Croácia;72,914296;2017
Europa e Eurásia;Dinamarca;158,470481;2017
Europa e Eurásia;Eslováquia;89,027041;2017
Europa e Eurásia;Eslovênia;52,245136;2017
Europa e Eurásia;Espanha;1300,510502;2017
Europa e Eurásia;Estônia;29,895053;2017
Europa e Eurásia;Finlândia ;216,9377;2017
Europa e Eurásia;França;1607,706355;2017
Europa e Eurásia;Grécia ;323,692266;2017
Europa e Eurásia;Holanda;828,587768;2017
Europa e Eurásia;Hungria;176,54933;2017
Europa e Eurásia;Islândia;20,328712;2017
Europa e Eurásia;Irlanda;153,747504;2017
Europa e Eurásia;Itália;1279,047905;2017
Europa e Eurásia;Letônia;37,416626;2017
Europa e Eurásia;Lituânia;63,811611;2017
Europa e Eurásia;Luxemburgo;59,175636;2017
Europa e Eurásia;Macedônia;21,381152;2017
Europa e Eurásia;Noruega;223,005391;2017
Europa e Eurásia;Polônia;662,267945;2017
Europa e Eurásia;Portugal;245,917285;2017
Europa e Eurásia;Reino Unido;1637,036851;2017
Europa e Eurásia;República Tcheca;217,258392;2017
Europa e Eurásia;Romênia;212,811479;2017
Europa e Eurásia;Rússia;3206,784505;2017
Europa e Eurásia;Suécia;320,597155;2017
Europa e Eurásia;Suíça;222,078506;2017
Europa e Eurásia;Turcomenistão;146,501143;2017
Europa e Eurásia;Turquia;1013,281276;2017
Europa e Eurásia;Ucrânia;206,518665;2017
Europa e Eurásia;Uzbequistão;54,569301;2017
Europa e Eurásia;Outros;412,450838;2017
Oriente Médio;Arábia Saudita;3837,90551;2017
Oriente Médio;Catar;319,982259;2017
Oriente Médio;Coveite;454,800055;2017
Oriente Médio;Emirados Árabes Unidos;964,371486;2017
Oriente Médio;Irã;1842,709289;2017
Oriente Médio;Iraque;731,784823;2017
Oriente Médio;Israel;247,072175;2017
Oriente Médio;Omã;192,682119;2017
Oriente Médio;Outros;546,59177;2017
África;África do Sul;556,45499;2017
África;África Central;250,890432;2017
África;África Ocidental;676,846084;2017
África;África Oriental;604,39067;2017
África;Argélia;407,549123;2017
África;Egito;806,153999;2017
África;Marrocos;290,327042;2017
África;Outros Norte da África;308,595665;2017
África;Outros Sul da África;60,722931;2017
Ásia-Pacífico;Austrália;1054,621893;2017
Ásia-Pacífico;Bangladesh;153,066562;2017
Ásia-Pacífico;China;12840,34595;2017
Ásia-Pacífico;Cingapura;1419,059913;2017
Ásia-Pacífico;Coreia do Sul;2810,708707;2017
Ásia-Pacífico;Hong Kong;427,434336;2017
Ásia-Pacífico;Filipinas;459,034949;2017
Ásia-Pacífico;Índia;4869,762688;2017
Ásia-Pacífico;Indonésia;1696,28343;2017
Ásia-Pacífico;Japão;3975,373303;2017
Ásia-Pacífico;Malásia;792,928502;2017
Ásia-Pacífico;Nova Zelândia;174,981459;2017
Ásia-Pacífico;Paquistão;588,615974;2017
Ásia-Pacífico;Sri Lanka;113,362839;2017
Ásia-Pacífico;Tailândia;1444,150175;2017
Ásia-Pacífico;Taiwan;1069,111938;2017
Ásia-Pacífico;Vietnã;497,573732;2017
Ásia-Pacífico;Outros;448,680227;2017
América do Norte;Canadá;2447,133428;2018
América do Norte;Estados Unidos;20455,66804;2018
América do Norte;México;1811,535097;2018
Américas Central e do Sul;Argentina;647,656445;2018
Américas Central e do Sul;Brasil;3080,818974;2018
Américas Central e do Sul;Chile;378,766745;2018
Américas Central e do Sul;Colômbia;342,335406;2018
Américas Central e do Sul;Equador;255,288666;2018
Américas Central e do Sul;Peru;267,078464;2018
Américas Central e do Sul;Trinidad e Tobago;41,526713;2018
Américas Central e do Sul;Venezuela;409,081536;2018
Américas Central e do Sul;Outros;1372,898498;2018
Europa e Eurásia;Alemanha;2321,33419;2018
Europa e Eurásia;Áustria;271,920549;2018
Europa e Eurásia;Azerbaijão;98,408019;2018
Europa e Eurásia;Bélgica;702,747257;2018
Europa e Eurásia;Bielorrússia;136,172572;2018
Europa e Eurásia;Bulgária;103,912033;2018
Europa e Eurásia;Cazaquistão;356,539628;2018
Europa e Eurásia;Chipre;51,813429;2018
Europa e Eurásia;Croácia;74,115466;2018
Europa e Eurásia;Dinamarca;159,113528;2018
Europa e Eurásia;Eslováquia;85,28201;2018
Europa e Eurásia;Eslovênia;54,137819;2018
Europa e Eurásia;Espanha;1335,313287;2018
Europa e Eurásia;Estônia;30,04321;2018
Europa e Eurásia;Finlândia ;229,390088;2018
Europa e Eurásia;França;1606,758036;2018
Europa e Eurásia;Grécia ;322,765474;2018
Europa e Eurásia;Holanda;860,330621;2018
Europa e Eurásia;Hungria;188,092438;2018
Europa e Eurásia;Islândia;20,532847;2018
Europa e Eurásia;Irlanda;159,286595;2018
Europa e Eurásia;Itália;1252,842768;2018
Europa e Eurásia;Letônia;33,825153;2018
Europa e Eurásia;Lituânia;64,403397;2018
Europa e Eurásia;Luxemburgo;62,532384;2018
Europa e Eurásia;Macedônia;20,982982;2018
Europa e Eurásia;Noruega;234,39206;2018
Europa e Eurásia;Polônia;684,589684;2018
Europa e Eurásia;Portugal;236,126276;2018
Europa e Eurásia;Reino Unido;1618,156785;2018
Europa e Eurásia;República Tcheca;222,145149;2018
Europa e Eurásia;Romênia;210,699653;2018
Europa e Eurásia;Rússia;3228,3751;2018
Europa e Eurásia;Suécia;308,349354;2018
Europa e Eurásia;Suíça;215,039118;2018
Europa e Eurásia;Turcomenistão;151,230989;2018
Europa e Eurásia;Turquia;1002,884523;2018
Europa e Eurásia;Ucrânia;200,368983;2018
Europa e Eurásia;Uzbequistão;52,364376;2018
Europa e Eurásia;Outros;407,208432;2018
Oriente Médio;Arábia Saudita;3723,971538;2018
Oriente Médio;Catar;328,458361;2018
Oriente Médio;Coveite;450,724561;2018
Oriente Médio;Emirados Árabes Unidos;991,494194;2018
Oriente Médio;Irã;1879,093984;2018
Oriente Médio;Iraque;776,769073;2018
Oriente Médio;Israel;242,474323;2018
Oriente Médio;Omã;192,192754;2018
Oriente Médio;Outros;550,704285;2018
África;África do Sul;533,410658;2018
África;África Central;257,227251;2018
África;África Ocidental;703,046468;2018
África;África Oriental;623,072448;2018
África;Argélia;413,883562;2018
África;Egito;760,024513;2018
África;Marrocos;285,635138;2018
África;Outros Norte da África;321,429536;2018
África;Outros Sul da África;61,701435;2018
Ásia-Pacífico;Austrália;1093,639013;2018
Ásia-Pacífico;Bangladesh;175,694117;2018
Ásia-Pacífico;China;13524,97697;2018
Ásia-Pacífico;Cingapura;1448,791504;2018
Ásia-Pacífico;Coreia do Sul;2792,659356;2018
Ásia-Pacífico;Hong Kong;434,20958;2018
Ásia-Pacífico;Filipinas;465,965322;2018
Ásia-Pacífico;Índia;5155,747447;2018
Ásia-Pacífico;Indonésia;1785,142923;2018
Ásia-Pacífico;Japão;3853,561947;2018
Ásia-Pacífico;Malásia;813,79367;2018
Ásia-Pacífico;Nova Zelândia;172,932683;2018
Ásia-Pacífico;Paquistão;498,196873;2018
Ásia-Pacífico;Sri Lanka;111,940422;2018
Ásia-Pacífico;Tailândia;1477,826061;2018
Ásia-Pacífico;Taiwan;1074,720099;2018
Ásia-Pacífico;Vietnã;522,020009;2018
Ásia-Pacífico;Outros;461,453774;2018
